1201	50	0
0	3	25
0	5	3
0	7	1
0	9	9
0	10	42
0	12	15
0	13	89
0	14	10
0	15	95
0	17	31
0	21	22
0	26	82
0	27	42
0	28	92
0	29	14
0	30	56
0	32	45
0	33	89
0	35	33
0	37	81
0	41	41
0	43	74
0	44	76
0	46	65
0	47	70
1	0	70
1	2	65
1	5	75
1	6	46
1	7	100
1	8	31
1	9	66
1	11	16
1	12	53
1	13	37
1	14	26
1	17	94
1	18	6
1	19	20
1	21	50
1	25	78
1	29	94
1	31	83
1	32	32
1	33	71
1	38	86
1	39	71
1	41	13
1	42	61
1	43	76
1	44	2
1	45	39
1	46	98
1	48	35
2	0	12
2	1	67
2	3	91
2	4	3
2	7	95
2	8	39
2	9	99
2	12	97
2	13	1
2	14	16
2	15	39
2	17	65
2	18	76
2	19	33
2	21	44
2	24	25
2	25	39
2	26	59
2	27	56
2	29	37
2	31	38
2	32	83
2	34	86
2	36	48
2	37	69
2	40	36
2	46	10
2	47	75
2	48	71
2	49	40
3	1	35
3	2	13
3	5	27
3	8	22
3	10	42
3	14	54
3	15	5
3	16	82
3	18	74
3	22	14
3	24	54
3	25	15
3	26	35
3	28	23
3	30	66
3	31	64
3	34	91
3	37	80
3	42	67
3	43	9
3	47	94
4	1	21
4	3	27
4	7	66
4	12	70
4	15	38
4	18	6
4	21	30
4	22	49
4	28	81
4	29	39
4	30	33
4	31	97
4	33	41
4	38	95
4	40	94
4	43	55
4	44	86
4	46	7
5	0	20
5	1	51
5	2	24
5	3	20
5	4	80
5	10	58
5	16	61
5	18	76
5	20	77
5	21	67
5	22	7
5	24	82
5	26	96
5	34	21
5	35	83
5	36	68
5	37	93
5	38	85
5	41	31
5	42	27
5	44	21
5	45	9
5	46	81
5	48	62
5	49	49
6	0	87
6	2	28
6	5	98
6	7	77
6	9	11
6	11	86
6	14	5
6	15	54
6	17	50
6	19	58
6	21	5
6	25	89
6	26	3
6	31	13
6	32	18
6	33	35
6	38	25
6	41	42
6	43	99
6	44	83
6	45	53
6	46	23
6	47	10
6	49	30
7	1	67
7	2	22
7	4	75
7	6	48
7	8	65
7	10	72
7	12	72
7	14	98
7	16	99
7	17	71
7	18	48
7	20	76
7	25	1
7	26	46
7	27	91
7	28	7
7	29	82
7	34	89
7	35	4
7	36	47
7	39	3
7	40	94
7	42	85
7	47	36
7	49	14
8	0	82
8	1	59
8	7	12
8	13	84
8	15	40
8	16	17
8	17	85
8	18	70
8	20	85
8	21	40
8	23	59
8	25	56
8	27	61
8	31	65
8	32	20
8	33	62
8	34	67
8	37	78
8	38	36
8	39	26
8	45	7
8	47	48
8	48	18
9	1	13
9	2	21
9	3	76
9	4	30
9	5	16
9	6	58
9	8	70
9	10	23
9	11	84
9	12	39
9	13	86
9	14	39
9	16	39
9	20	51
9	21	88
9	23	52
9	26	11
9	29	13
9	30	19
9	31	72
9	34	68
9	36	96
9	37	1
9	38	43
9	42	99
9	43	41
9	44	63
9	45	97
9	47	47
9	48	64
10	0	73
10	1	38
10	3	96
10	5	80
10	9	34
10	11	56
10	12	97
10	13	19
10	14	4
10	17	31
10	18	56
10	19	78
10	20	60
10	24	30
10	31	10
10	32	57
10	33	71
10	35	81
10	40	71
10	41	22
10	43	21
10	46	2
10	49	79
11	1	50
11	2	89
11	3	67
11	5	98
11	6	37
11	7	4
11	8	61
11	9	53
11	10	34
11	12	60
11	14	66
11	18	93
11	19	24
11	24	80
11	25	25
11	30	58
11	31	38
11	36	79
11	37	43
11	39	77
11	40	66
11	41	24
11	43	12
11	44	34
11	48	95
11	49	1
12	3	66
12	10	41
12	11	84
12	14	54
12	15	65
12	17	89
12	19	87
12	20	57
12	21	51
12	23	53
12	24	19
12	25	34
12	27	17
12	30	16
12	33	30
12	35	33
12	37	49
12	38	41
12	39	98
12	41	98
12	42	96
12	43	46
12	46	52
12	48	66
12	49	75
13	8	93
13	10	75
13	11	81
13	12	76
13	17	48
13	22	43
13	24	7
13	25	93
13	26	88
13	27	86
13	29	37
13	30	37
13	33	79
13	34	45
13	38	71
13	41	84
13	44	32
13	45	11
13	47	20
13	48	99
14	6	54
14	7	59
14	8	13
14	11	75
14	12	48
14	13	90
14	17	63
14	18	100
14	19	27
14	20	82
14	21	42
14	22	31
14	24	50
14	26	22
14	29	48
14	31	88
14	33	76
14	35	76
14	36	20
14	38	53
14	39	93
14	41	58
14	47	96
15	3	24
15	5	39
15	9	40
15	10	67
15	11	10
15	13	65
15	14	21
15	17	92
15	22	92
15	23	58
15	25	65
15	28	23
15	30	52
15	36	71
15	37	51
15	38	71
15	39	59
15	41	1
15	43	74
15	49	31
16	0	97
16	1	11
16	4	37
16	5	36
16	9	50
16	10	8
16	15	20
16	20	71
16	21	49
16	22	42
16	23	5
16	24	2
16	25	43
16	30	95
16	31	8
16	33	70
16	34	85
16	36	75
16	37	30
16	39	21
16	40	31
16	45	58
16	46	36
16	49	15
17	2	1
17	5	72
17	6	88
17	10	94
17	12	31
17	13	96
17	14	84
17	15	85
17	16	26
17	18	69
17	19	48
17	23	15
17	24	92
17	25	75
17	27	40
17	28	51
17	30	67
17	33	54
17	34	13
17	35	64
17	36	71
17	37	36
17	39	52
17	40	20
17	43	32
17	44	80
17	47	33
17	49	72
18	0	39
18	1	43
18	2	27
18	3	18
18	5	13
18	6	49
18	7	56
18	8	23
18	10	33
18	14	57
18	15	20
18	17	6
18	19	2
18	21	67
18	24	46
18	25	56
18	26	59
18	30	7
18	31	14
18	33	51
18	34	89
18	36	100
18	39	26
18	40	30
18	41	45
18	42	53
18	44	14
18	45	73
18	46	71
18	47	15
19	0	77
19	3	61
19	8	92
19	9	69
19	11	43
19	14	6
19	15	63
19	18	32
19	20	10
19	21	45
19	22	79
19	23	90
19	25	77
19	27	7
19	29	3
19	30	83
19	33	42
19	37	24
19	38	72
19	40	42
19	42	13
19	43	9
19	45	99
19	48	48
19	49	55
20	5	43
20	6	8
20	11	54
20	13	86
20	14	36
20	15	53
20	16	81
20	18	92
20	19	31
20	23	73
20	26	14
20	27	92
20	31	58
20	32	7
20	33	99
20	35	9
20	37	20
20	38	81
20	40	16
20	41	32
20	42	59
20	43	86
20	44	94
20	47	78
20	48	100
21	1	11
21	2	27
21	4	14
21	6	20
21	8	94
21	9	96
21	10	55
21	11	34
21	12	80
21	13	67
21	14	5
21	15	20
21	16	70
21	17	48
21	20	2
21	23	47
21	24	71
21	26	66
21	29	14
21	30	64
21	33	13
21	35	40
21	36	48
21	37	51
21	39	67
21	44	70
21	46	65
21	48	97
22	2	11
22	3	57
22	7	67
22	9	95
22	10	71
22	11	91
22	16	98
22	17	25
22	18	30
22	21	93
22	23	10
22	24	97
22	25	70
22	26	9
22	27	15
22	28	20
22	29	71
22	32	73
22	34	93
22	35	77
22	36	67
22	38	81
22	40	5
22	41	15
22	42	70
22	43	75
22	44	30
22	45	83
22	46	3
22	48	28
22	49	75
23	0	10
23	3	14
23	4	78
23	6	59
23	8	12
23	11	66
23	12	96
23	22	50
23	24	69
23	27	85
23	28	75
23	30	15
23	31	7
23	32	78
23	33	32
23	36	86
23	38	79
23	40	34
23	44	57
23	45	64
23	47	50
23	48	54
23	49	72
24	1	90
24	2	17
24	3	69
24	5	94
24	6	40
24	7	50
24	8	4
24	11	53
24	12	16
24	15	77
24	19	29
24	20	70
24	22	28
24	23	28
24	25	63
24	27	53
24	30	28
24	31	46
24	32	81
24	33	23
24	37	96
24	39	70
24	43	92
24	44	75
25	0	45
25	3	100
25	4	49
25	6	70
25	10	96
25	13	85
25	14	52
25	16	62
25	17	42
25	18	39
25	20	34
25	22	50
25	23	59
25	24	59
