1201	50	0
0	5	27
0	9	95
0	11	72
0	13	70
0	14	82
0	18	84
0	19	16
0	21	91
0	22	63
0	26	10
0	33	99
0	36	26
0	37	58
0	38	32
0	41	57
0	43	99
0	44	2
0	46	27
0	47	98
0	48	71
0	49	32
1	0	31
1	2	65
1	7	44
1	9	31
1	10	17
1	11	83
1	14	8
1	15	82
1	16	4
1	17	68
1	20	6
1	27	98
1	28	27
1	29	41
1	32	8
1	36	73
1	38	41
1	40	67
1	43	9
1	44	12
1	48	64
2	0	6
2	1	67
2	3	75
2	5	72
2	8	49
2	9	81
2	10	54
2	11	3
2	13	19
2	14	44
2	16	59
2	17	59
2	18	13
2	19	62
2	21	79
2	22	82
2	23	29
2	24	82
2	25	15
2	27	27
2	28	90
2	29	89
2	30	11
2	31	12
2	32	8
2	35	69
2	40	100
2	44	12
2	45	22
2	47	58
2	48	65
2	49	4
3	0	68
3	1	1
3	2	83
3	4	73
3	5	15
3	6	87
3	9	36
3	11	95
3	16	83
3	17	3
3	18	54
3	19	54
3	23	7
3	24	100
3	26	23
3	27	46
3	28	14
3	32	47
3	36	38
3	37	12
3	38	41
3	39	60
3	41	17
3	43	28
3	44	13
3	46	28
3	47	2
4	1	43
4	2	31
4	3	43
4	6	72
4	7	56
4	8	98
4	9	14
4	10	59
4	11	37
4	12	41
4	13	18
4	15	49
4	16	98
4	22	46
4	24	6
4	26	68
4	28	73
4	31	74
4	32	63
4	33	75
4	34	56
4	35	57
4	36	42
4	41	43
4	42	12
4	47	56
4	48	65
5	0	60
5	1	25
5	2	29
5	4	82
5	8	86
5	9	47
5	12	5
5	14	23
5	15	52
5	16	69
5	21	76
5	22	15
5	23	38
5	24	34
5	26	20
5	27	77
5	28	57
5	29	74
5	31	53
5	35	64
5	36	94
5	43	16
5	44	69
5	46	47
5	48	63
6	1	8
6	4	73
6	5	17
6	7	99
6	9	11
6	10	81
6	11	32
6	12	53
6	16	60
6	17	88
6	19	76
6	20	58
6	22	53
6	23	14
6	26	57
6	27	89
6	28	54
6	29	89
6	31	8
6	34	58
6	36	22
6	38	93
6	39	94
6	42	80
6	43	41
6	44	83
6	46	38
6	47	25
6	48	13
7	2	3
7	4	96
7	6	49
7	9	27
7	10	43
7	16	9
7	17	41
7	19	17
7	21	60
7	22	42
7	23	8
7	33	61
7	34	48
7	35	52
7	37	67
7	38	33
7	39	18
7	41	53
7	46	45
7	47	39
7	49	82
8	2	36
8	7	92
8	12	72
8	15	59
8	17	50
8	18	26
8	19	89
8	21	78
8	24	91
8	25	94
8	26	48
8	29	61
8	33	17
8	35	100
8	36	70
8	39	22
8	40	31
8	41	11
8	43	23
8	45	5
8	46	94
9	3	47
9	5	62
9	7	28
9	8	50
9	10	5
9	15	9
9	17	56
9	18	37
9	19	15
9	21	27
9	22	5
9	28	29
9	30	35
9	32	79
9	36	75
9	38	60
9	42	21
9	45	30
9	46	40
9	47	34
9	48	29
10	0	43
10	5	59
10	9	36
10	12	80
10	13	89
10	14	67
10	16	41
10	17	20
10	18	50
10	19	70
10	20	89
10	21	68
10	24	4
10	27	53
10	28	50
10	35	62
10	36	61
10	38	61
10	40	51
10	45	7
10	46	53
10	47	56
10	49	46
11	0	42
11	3	23
11	4	71
11	5	91
11	7	20
11	9	98
11	10	33
11	12	61
11	15	86
11	16	41
11	20	38
11	23	98
11	26	96
11	28	93
11	29	21
11	30	24
11	31	34
11	32	21
11	34	27
11	36	52
11	39	96
11	40	2
11	43	45
11	45	3
11	46	55
12	0	41
12	5	68
12	7	46
12	8	14
12	9	12
12	11	84
12	13	20
12	15	47
12	19	6
12	22	3
12	23	59
12	24	36
12	27	27
12	29	10
12	30	80
12	35	47
12	37	1
12	38	18
12	39	84
12	40	47
12	42	85
12	45	22
12	46	51
12	47	22
12	49	5
13	0	61
13	1	96
13	5	92
13	9	62
13	10	60
13	11	83
13	12	69
13	14	52
13	15	85
13	16	89
13	17	41
13	18	9
13	20	4
13	21	93
13	22	35
13	23	73
13	25	30
13	27	64
13	28	86
13	29	93
13	34	94
13	36	97
13	37	81
13	38	77
13	41	41
13	42	82
13	43	86
13	44	65
13	45	35
14	0	38
14	2	52
14	3	97
14	5	100
14	6	96
14	7	1
14	10	41
14	13	54
14	17	60
14	18	17
14	20	61
14	22	36
14	23	8
14	25	4
14	26	96
14	27	97
14	29	33
14	33	78
14	34	3
14	35	64
14	36	92
14	38	34
14	39	3
14	40	6
14	41	28
14	42	72
14	43	82
14	44	30
14	45	29
14	47	31
14	48	9
15	0	10
15	3	66
15	4	54
15	5	100
15	7	74
15	9	65
15	10	17
15	11	42
15	13	95
15	14	6
15	16	63
15	18	21
15	19	78
15	20	74
15	23	61
15	25	89
15	26	100
15	27	6
15	28	71
15	30	66
15	33	1
15	34	34
15	35	40
15	36	70
15	37	32
15	42	66
15	43	93
15	45	90
15	46	92
15	48	22
15	49	34
16	0	11
16	5	13
16	8	22
16	11	84
16	12	86
16	14	63
16	15	5
16	19	27
16	20	14
16	21	41
16	24	69
16	25	82
16	26	25
16	30	70
16	33	26
16	37	52
16	38	78
16	40	84
16	42	32
16	45	7
16	46	39
16	48	19
16	49	62
17	1	57
17	3	83
17	4	43
17	6	59
17	7	22
17	12	92
17	13	48
17	16	8
17	19	55
17	21	18
17	23	53
17	25	20
17	26	8
17	28	71
17	33	9
17	34	13
17	36	12
17	37	75
17	41	42
17	42	1
17	44	32
17	45	38
17	47	51
17	49	49
18	1	93
18	2	30
18	3	59
18	7	55
18	8	99
18	10	92
18	12	20
18	14	100
18	15	37
18	17	21
18	19	58
18	24	55
18	30	47
18	33	79
18	34	95
18	36	39
18	38	30
18	42	6
18	44	97
18	46	20
18	47	22
19	1	80
19	2	94
19	3	30
19	4	67
19	9	74
19	13	58
19	14	52
19	15	61
19	16	9
19	18	98
19	20	100
19	21	29
19	23	25
19	26	14
19	27	38
19	29	17
19	30	19
19	31	76
19	34	8
19	38	59
19	39	81
19	40	63
19	44	9
19	46	10
20	3	2
20	5	41
20	8	17
20	12	91
20	15	1
20	17	24
20	19	86
20	21	16
20	23	31
20	24	88
20	26	40
20	27	71
20	29	90
20	30	46
20	31	61
20	32	17
20	34	26
20	35	16
20	38	43
20	39	46
20	40	51
20	41	31
20	45	6
20	48	71
21	1	74
21	2	18
21	4	38
21	5	36
21	6	31
21	8	64
21	9	12
21	11	15
21	12	62
21	13	21
21	14	62
21	16	97
21	18	5
21	20	38
21	23	39
21	24	4
21	25	76
21	28	53
21	29	12
21	31	59
21	32	87
21	34	31
21	36	42
21	38	69
21	41	89
21	44	26
21	45	29
21	49	10
22	0	90
22	1	70
22	3	8
22	6	76
22	7	1
22	8	82
22	9	98
22	12	66
22	14	19
22	15	20
22	19	76
22	20	99
22	21	95
22	26	96
22	27	90
22	29	99
22	33	28
22	39	2
22	41	33
22	43	4
22	44	23
22	46	87
22	48	93
22	49	39
23	3	92
23	9	23
23	12	74
23	13	32
23	15	95
23	17	68
23	18	25
23	19	41
23	22	71
23	24	88
23	26	49
23	28	1
23	29	53
23	31	12
23	36	62
23	41	23
23	48	65
23	49	100
24	0	63
24	1	3
24	2	81
24	8	66
24	10	29
24	12	31
24	13	78
24	14	89
24	15	12
24	18	70
24	21	16
24	23	32
24	26	43
24	28	57
24	29	8
24	30	38
24	31	6
24	32	14
24	34	56
24	39	74
24	40	69
24	42	94
24	45	36
24	46	76
24	48	98
25	1	62
25	4	20
25	6	65
25	8	56
25	14	30
25	15	66
25	16	17
25	22	3
25	23	9
25	24	94
25	26	17
25	30	20
25	32	75
25	33	62
25	35	89
25	36	11
25	37	73
25	38	67
25	41	10
25	46	43
25	47	46
26	0	81
26	1	54
26	2	84
26	6	29
26	7	53
26	9	68
26	10	16
26	11	70
26	12	30
26	13	13
26	14	56
26	17	76
26	20	13
26	22	50
26	23	41
26	24	10
26	25	28
26	30	100
26	35	12
26	46	10
26	47	84
27	0	81
27	1	73
27	2	12
27	5	92
27	7	51
27	13	90
27	15	5
27	18	9
27	21	84
27	22	30
27	26	75
27	28	65
27	30	49
27	33	37
27	34	38
27	35	66
27	37	35
27	40	21
27	41	7
27	44	41
27	46	33
27	49	14
28	1	26
28	5	67
28	6	35
28	7	42
28	9	14
28	13	51
28	15	97
28	17	53
28	20	37
28	21	80
28	23	72
28	24	14
28	26	68
28	27	72
28	31	77
28	32	80
28	34	95
28	35	89
28	36	9
28	38	40
28	39	3
28	42	53
28	43	97
28	49	48
29	1	64
29	2	9
29	3	97
29	4	7
29	5	38
29	6	73
29	8	55
29	9	21
29	13	37
29	15	46
29	19	24
29	23	91
29	28	49
29	30	8
29	37	100
29	38	73
29	40	26
29	42	59
29	43	46
29	44	73
29	46	14
29	47	49
29	49	84
30	0	89
30	4	100
30	7	27
30	10	48
30	12	31
30	13	45
30	15	72
30	17	72
30	18	70
30	20	87
30	21	37
30	22	67
30	24	99
30	25	18
30	29	55
30	32	23
30	33	98
30	34	4
30	35	51
30	36	53
30	37	3
30	38	50
30	40	13
30	41	95
30	42	31
31	4	84
31	5	21
31	7	63
31	8	81
31	12	4
31	13	37
31	17	11
31	18	21
31	20	89
31	21	4
31	22	47
31	23	28
31	25	37
31	26	72
31	27	100
31	29	65
31	30	32
31	33	40
31	34	56
31	35	68
31	37	73
31	40	31
31	41	85
31	42	56
31	44	17
31	46	33
31	47	88
32	0	84
32	1	10
32	6	46
32	10	68
32	12	15
32	14	41
32	15	19
32	17	75
32	21	33
32	23	8
32	26	11
32	27	93
32	30	52
32	31	42
32	33	37
32	34	7
32	35	14
32	37	44
32	39	97
32	46	85
32	47	52
32	48	52
33	0	88
33	2	49
33	5	9
33	6	25
33	12	75
33	16	28
33	18	81
33	19	29
33	21	10
33	22	5
33	24	78
33	26	46
33	27	50
33	28	17
33	29	96
33	30	53
33	31	3
33	32	63
33	34	15
33	35	63
33	36	71
33	37	96
33	38	4
33	39	66
33	40	60
33	42	37
33	43	8
33	44	41
33	48	75
33	49	63
34	2	47
34	4	58
34	6	85
34	8	70
34	12	32
34	13	9
34	15	6
34	17	96
34	19	100
34	25	77
34	26	15
34	29	94
34	30	60
34	33	39
34	35	27
34	37	67
34	39	99
34	41	82
34	45	46
34	46	78
34	49	37
35	2	72
35	5	9
35	7	29
35	10	92
35	13	59
35	14	18
35	18	42
35	20	99
35	22	43
35	24	61
35	25	33
35	27	49
35	28	6
35	32	90
35	33	52
35	34	82
35	37	1
35	40	83
35	42	11
35	48	77
36	0	71
36	1	28
36	3	74
36	7	16
36	8	56
36	11	93
36	16	77
36	17	50
36	18	84
36	19	77
36	21	77
36	23	51
36	25	41
36	27	67
36	29	85
36	30	63
36	31	18
36	35	37
36	38	68
36	39	60
36	40	55
36	41	62
36	42	65
36	43	47
36	44	95
36	46	91
36	48	9
36	49	92
37	0	30
37	2	96
37	4	69
37	8	10
37	9	26
37	10	64
37	11	15
37	12	27
37	16	75
37	17	14
37	20	9
37	21	23
37	22	30
37	24	37
37	25	91
37	27	87
37	28	78
37	29	73
37	32	10
37	34	79
37	35	46
37	36	34
37	39	38
37	41	63
37	42	40
37	43	10
37	44	63
37	45	63
37	46	68
37	47	28
37	49	14
38	1	67
38	5	11
38	6	55
38	8	1
38	10	8
38	11	96
38	12	41
38	15	27
38	18	65
38	21	95
38	29	51
38	31	52
38	34	44
38	36	42
38	37	88
38	40	87
38	42	60
38	43	49
38	45	62
38	46	15
38	47	16
38	48	39
38	49	35
39	0	52
39	1	84
39	2	69
39	3	35
39	5	21
39	9	59
39	10	46
39	11	47
39	14	1
39	15	88
39	16	60
39	17	86
39	18	41
39	19	27
39	20	83
39	21	3
39	23	3
39	25	56
39	26	94
39	30	65
39	33	66
39	35	19
39	37	46
39	38	30
39	41	19
39	42	73
39	46	100
39	49	29
40	0	20
40	1	100
40	4	43
40	6	11
40	9	61
40	11	37
40	19	38
40	24	4
40	25	56
40	26	48
40	29	60
40	31	16
40	36	55
40	37	11
40	38	90
40	39	32
40	41	73
40	43	8
40	45	64
40	47	46
40	49	45
41	1	56
41	2	90
41	3	79
41	7	57
41	11	35
41	13	93
41	15	15
41	16	64
41	19	76
41	20	2
41	24	82
41	30	37
41	31	78
41	32	82
41	33	66
41	34	79
41	35	39
41	37	30
41	38	48
41	40	16
41	42	33
41	43	35
41	44	13
41	45	58
41	48	14
41	49	21
42	2	45
42	3	75
42	4	1
42	6	55
42	8	7
42	9	14
42	10	34
42	16	10
42	17	23
42	18	46
42	20	72
42	25	9
42	27	70
42	29	48
42	32	99
42	35	59
42	36	81
42	38	22
42	40	34
42	41	76
42	43	36
42	44	22
42	45	27
42	47	97
42	49	38
43	0	44
43	3	67
43	4	14
43	5	1
43	7	42
43	10	32
43	11	87
43	12	88
43	16	55
43	20	85
43	21	59
43	23	90
43	26	9
43	30	75
43	31	72
43	32	79
43	33	73
43	34	62
43	35	1
43	36	11
43	38	48
43	41	71
43	42	9
43	47	47
43	48	84
44	1	74
44	2	65
44	6	44
44	9	63
44	10	21
44	11	86
44	13	13
44	15	47
44	18	69
44	19	33
44	21	72
44	22	95
44	24	31
44	27	38
44	28	96
44	29	49
44	30	49
